# Constructed from biom file
#OTU ID	SRR10484371-taxa	SRR10484376-taxa	SRR10484377-taxa	SRR10484382-taxa	SRR10484388-taxa	SRR10484393-taxa	SRR10484399-taxa	SRR10484404-taxa	SRR10484410-taxa	SRR10484415-taxa	SRR10484421-taxa	SRR10484426-taxa	SRR10484431-taxa	SRR10484432-taxa	SRR10484437-taxa	SRR10484443-taxa	SRR10484448-taxa	SRR10484454-taxa	SRR10484459-taxa	Consensus Lineage
817	713446.0	17788.0	41886.0	35436.0	139948.0	25761.0	18413.0	248647.0	32911.0	31204.0	126464.0	828.0	2232.0	3071.0	1331.0	191191.0	159215.0	4288.0	6931.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
357276	418457.0	3644.0	39971.0	14383.0	122484.0	10282.0	7962.0	87854.0	129468.0	10817.0	63642.0	392.0	801.0	613.0	775.0	819449.0	18328.0	2948.0	4289.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__dorei
246787	65695.0	3709.0	9574.0	123297.0	33663.0	6792.0	3153.0	65611.0	15475.0	12548.0	266614.0	1126.0	2063.0	440.0	296.0	59738.0	15988.0	1871.0	1438.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__cellulosilyticus
290053	49608.0	1162.0	9993.0	7081.0	26707.0	6789.0	3037.0	52860.0	1252.0	5760.0	38194.0	173.0	139.0	134.0	327.0	37988.0	5246.0	1044.0	766.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__helcogenes
376805	19414.0	1080.0	14981.0	4916.0	6511.0	2660.0	985.0	14359.0	15820.0	3884.0	8287.0	80.0	252.0	89.0	123.0	21785.0	5917.0	502.0	719.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__salanitronis
28113	18208.0	598.0	5426.0	4059.0	19214.0	3982.0	1634.0	28030.0	1608.0	3362.0	21055.0	106.0	95.0	76.0	306.0	24996.0	6064.0	553.0	402.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__heparinolyticus
28119	13618.0	597.0	3928.0	3761.0	10284.0	2960.0	1078.0	20554.0	864.0	2963.0	14880.0	77.0	92.0	79.0	121.0	17914.0	2406.0	431.0	430.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__zoogleoformans
151276	742.0	490.0	1734.0	458.0	484.0	309.0	44.0	842.0	104.0	1033.0	540.0	5.0	16.0	15.0	17.0	659.0	634.0	45.0	81.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__coprosuis
2005525	164.0	8.0	201.0	42.0	38.0	32.0	9.0	16.0	43.0	134.0	106.0	1.0	9.0	0.0	0.0	78.0	208.0	4.0	13.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__; s__
375288	713467.0	4034.0	34476.0	33963.0	62740.0	8532.0	27842.0	5839.0	7309.0	17161.0	152309.0	948.0	2753.0	444.0	756.0	95176.0	720080.0	3662.0	4274.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__
2025876	296498.0	2231.0	19305.0	20182.0	48720.0	7190.0	11481.0	8171.0	7755.0	7040.0	59375.0	376.0	1213.0	343.0	431.0	61881.0	308018.0	2600.0	2548.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__sp. CT06
823	269764.0	1020.0	14798.0	13032.0	27688.0	2736.0	10628.0	9583.0	8849.0	5809.0	64565.0	335.0	813.0	113.0	236.0	43393.0	287176.0	1013.0	3493.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__distasonis
195950	150.0	3.0	257.0	37.0	35.0	6.0	5.0	47.0	49.0	82.0	111.0	3.0	13.0	0.0	1.0	142.0	35.0	9.0	7.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__
712710	1518.0	269.0	1328.0	835.0	919.0	338.0	112.0	858.0	372.0	1440.0	1081.0	207.0	48.0	61.0	562.0	1647.0	1995.0	66.0	259.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__sp. oral taxon HOT-286
28112	968.0	54.0	1835.0	607.0	178.0	278.0	80.0	833.0	307.0	971.0	975.0	8.0	59.0	11.0	4.0	751.0	1744.0	62.0	148.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__forsythia
171550	25.0	0.0	14.0	1.0	0.0	4.0	3.0	18.0	40.0	85.0	40.0	0.0	3.0	0.0	0.0	35.0	241.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
239759	62246.0	195.0	5154.0	4059.0	776.0	2198.0	5095.0	3994.0	4076.0	8551.0	6289.0	105.0	272.0	15.0	40.0	10378.0	157100.0	471.0	351.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
214856	872125.0	1026.0	17750.0	13014.0	1717.0	14775.0	81083.0	67094.0	11155.0	207967.0	20635.0	730.0	798.0	181.0	352.0	44783.0	2138766.0	4335.0	2765.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__finegoldii
328814	307620.0	2082.0	157821.0	68222.0	6290.0	45846.0	29710.0	112940.0	20397.0	120960.0	36698.0	1299.0	2408.0	339.0	898.0	103947.0	351026.0	8042.0	2275.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__shahii
1433126	184.0	94.0	1840.0	204.0	50.0	58.0	16.0	126.0	179.0	363.0	406.0	3.0	9.0	13.0	2.0	284.0	899.0	34.0	20.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Mucinivorans; s__hirudinis
28118	357995.0	5766.0	73486.0	84995.0	18946.0	14434.0	11247.0	39323.0	8332.0	45343.0	6868.0	362.0	910.0	551.0	457.0	155435.0	18982.0	2512.0	2420.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Odoribacter; s__splanchnicus
838	4220.0	10715.0	54171.0	8528.0	820.0	3522.0	291.0	1265.0	989.0	4194.0	1425.0	117.0	169.0	954.0	91.0	1742.0	390.0	1077.0	1912.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
28131	3138.0	6757.0	37282.0	11718.0	2267.0	2993.0	202.0	1490.0	393.0	4956.0	1238.0	258.0	383.0	1140.0	122.0	2905.0	862.0	755.0	1541.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__intermedia
52227	1525.0	3472.0	29555.0	5388.0	470.0	2450.0	209.0	1588.0	230.0	2275.0	753.0	30.0	30.0	272.0	58.0	2210.0	1032.0	620.0	1079.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__dentalis
28132	1457.0	2611.0	17188.0	1706.0	725.0	822.0	88.0	314.0	67.0	1084.0	331.0	319.0	829.0	1219.0	220.0	517.0	75.0	1132.0	533.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica
839	977.0	6310.0	43779.0	4968.0	298.0	1815.0	115.0	755.0	185.0	3241.0	781.0	22.0	27.0	464.0	65.0	1092.0	518.0	719.0	924.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__ruminicola
76123	908.0	1855.0	11811.0	1995.0	176.0	823.0	77.0	231.0	58.0	1009.0	266.0	31.0	24.0	181.0	30.0	594.0	221.0	217.0	279.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__enoeca
28129	626.0	2604.0	16545.0	3575.0	300.0	1439.0	69.0	678.0	57.0	1174.0	674.0	69.0	94.0	967.0	80.0	784.0	240.0	368.0	538.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__denticola
589437	445.0	2671.0	16512.0	2035.0	114.0	673.0	19.0	249.0	75.0	907.0	293.0	114.0	109.0	469.0	58.0	448.0	81.0	405.0	305.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__scopos
589436	403.0	3843.0	26462.0	2633.0	122.0	1135.0	56.0	300.0	73.0	1589.0	274.0	84.0	60.0	351.0	38.0	411.0	184.0	472.0	362.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__fusca
652716	303.0	2167.0	15572.0	1804.0	98.0	658.0	40.0	183.0	47.0	1441.0	104.0	46.0	108.0	168.0	27.0	262.0	24.0	246.0	182.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral taxon 299
1177574	270.0	1929.0	16648.0	1679.0	135.0	640.0	41.0	330.0	87.0	988.0	212.0	88.0	137.0	2882.0	32.0	833.0	114.0	298.0	276.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__jejuni
397865	5365.0	600.0	8586.0	1685.0	2164.0	732.0	257.0	3278.0	2502.0	5177.0	3231.0	103.0	144.0	56.0	183.0	11057.0	11652.0	266.0	467.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella; s__viscericola
1796646	3441.0	319.0	1829.0	1414.0	1238.0	610.0	211.0	3560.0	243.0	2042.0	1050.0	14.0	38.0	26.0	13.0	4760.0	1574.0	83.0	335.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__intestinale
171551	3.0	0.0	0.0	2.0	11.0	3.0	0.0	22.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	3.0	25.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__; s__
836	31.0	29.0	57.0	75.0	10.0	13.0	3.0	23.0	28.0	167.0	67.0	1.0	8.0	3.0	0.0	59.0	16.0	2.0	7.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
837	783.0	528.0	1121.0	949.0	364.0	315.0	50.0	811.0	445.0	5135.0	744.0	60.0	50.0	38.0	23.0	946.0	755.0	62.0	101.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__gingivalis
28123	620.0	277.0	480.0	2018.0	356.0	122.0	31.0	219.0	66.0	210.0	113.0	18.0	20.0	48.0	6.0	171.0	189.0	25.0	80.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__asaccharolytica
393921	303.0	55.0	377.0	204.0	89.0	79.0	23.0	163.0	58.0	359.0	366.0	5.0	26.0	11.0	10.0	272.0	93.0	11.0	31.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__crevioricanis
1642646	715.0	466.0	937.0	1357.0	1163.0	297.0	48.0	511.0	123.0	823.0	462.0	80.0	8.0	66.0	174.0	1152.0	633.0	49.0	124.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Petrimonas; s__mucosa
1562970	288.0	86.0	703.0	133.0	92.0	116.0	16.0	183.0	46.0	227.0	126.0	1.0	11.0	8.0	9.0	235.0	55.0	9.0	45.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Fermentimonas; s__caenicola
1642647	640.0	99.0	575.0	263.0	158.0	99.0	55.0	400.0	131.0	400.0	409.0	65.0	31.0	15.0	0.0	422.0	501.0	25.0	32.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Dysgonamonadaceae; g__Proteiniphilum; s__saccharofermentans
185300	398.0	101.0	367.0	229.0	302.0	96.0	34.0	488.0	66.0	519.0	374.0	31.0	23.0	4.0	6.0	443.0	81.0	27.0	54.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Paludibacter; s__propionicigenes
511435	176.0	39.0	401.0	132.0	32.0	78.0	13.0	81.0	46.0	133.0	155.0	5.0	14.0	0.0	10.0	255.0	96.0	10.0	23.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Candidatus Azobacteroides; s__pseudotrichonymphae
1400053	100.0	26.0	357.0	410.0	23.0	19.0	12.0	100.0	83.0	150.0	153.0	3.0	2.0	3.0	0.0	155.0	311.0	5.0	22.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Candidatus Azobacteroides; s__Bacteroidales bacterium CF
1168034	160.0	47.0	136.0	120.0	91.0	56.0	16.0	270.0	36.0	108.0	252.0	24.0	3.0	28.0	1.0	286.0	138.0	13.0	58.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Prolixibacteraceae; g__Draconibacterium; s__orientale
1717717	147.0	4.0	89.0	92.0	59.0	31.0	14.0	79.0	35.0	89.0	85.0	0.0	4.0	1.0	1.0	140.0	43.0	2.0	80.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Marinifilaceae; g__; s__Marinifilaceae bacterium SPP2
889453	131.0	23.0	288.0	81.0	86.0	24.0	4.0	47.0	24.0	133.0	102.0	0.0	6.0	2.0	0.0	101.0	79.0	10.0	30.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Marinilabiliaceae; g__Alkalitalea; s__saponilacus
1307839	23.0	2.0	41.0	41.0	0.0	20.0	3.0	37.0	0.0	79.0	61.0	0.0	2.0	3.0	8.0	46.0	26.0	1.0	16.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Salinivirgaceae; g__Salinivirga; s__cyanobacteriivorans
200644	5.0	3.0	5.0	16.0	0.0	5.0	1.0	1.0	7.0	13.0	10.0	0.0	2.0	3.0	0.0	26.0	19.0	1.0	7.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__; g__; s__
49546	264.0	118.0	839.0	424.0	56.0	120.0	53.0	186.0	91.0	277.0	246.0	19.0	10.0	30.0	3.0	446.0	1624.0	26.0	352.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
28251	7299.0	62.0	1416.0	536.0	14866.0	688.0	446.0	255.0	121.0	5586.0	837.0	49.0	32.0	10.0	56.0	1914.0	27394.0	150.0	739.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Ornithobacterium; s__rhinotracheale
1016	112.0	83.0	118.0	141.0	55.0	95.0	8.0	194.0	22.0	200.0	119.0	27.0	18.0	1.0	1.0	116.0	123.0	15.0	20.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__
1019	1358.0	7.0	59.0	68.0	872.0	35.0	52.0	110.0	3.0	62.0	69.0	4.0	11.0	4.0	1.0	141.0	13.0	6.0	19.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sputigena
1705617	103.0	3.0	5.0	8.0	55.0	1.0	1.0	25.0	0.0	3.0	9.0	2.0	1.0	0.0	0.0	11.0	1.0	1.0	1.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. oral taxon 323
1316593	61.0	4.0	3.0	8.0	0.0	3.0	8.0	15.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	18.0	59.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. oral taxon 864
1316596	49.0	16.0	122.0	36.0	46.0	15.0	4.0	93.0	31.0	23.0	29.0	1.0	6.0	5.0	2.0	53.0	37.0	3.0	13.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. oral taxon 878
327575	48.0	13.0	91.0	53.0	44.0	15.0	8.0	79.0	3.0	13.0	4.0	1.0	1.0	4.0	2.0	67.0	16.0	1.0	2.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__leadbetteri
28189	45.0	16.0	5.0	22.0	22.0	3.0	2.0	49.0	1.0	31.0	38.0	0.0	6.0	0.0	0.0	31.0	8.0	2.0	2.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__cynodegmi
28188	38.0	9.0	13.0	30.0	21.0	15.0	3.0	107.0	10.0	37.0	63.0	2.0	8.0	0.0	1.0	80.0	7.0	0.0	8.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__canimorsus
1017	32.0	9.0	41.0	28.0	3.0	14.0	4.0	30.0	7.0	36.0	19.0	7.0	19.0	5.0	181.0	39.0	20.0	1.0	8.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__gingivalis
1848904	29.0	3.0	66.0	47.0	61.0	34.0	7.0	116.0	15.0	59.0	159.0	0.0	3.0	27.0	10.0	86.0	27.0	9.0	9.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__stomatis
1018	14.0	11.0	14.0	10.0	22.0	16.0	0.0	41.0	5.0	28.0	22.0	1.0	2.0	3.0	0.0	35.0	20.0	1.0	1.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__ochracea
45243	8.0	12.0	266.0	31.0	2.0	29.0	0.0	27.0	4.0	28.0	12.0	0.0	2.0	0.0	0.0	35.0	39.0	3.0	9.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__haemolytica
209053	4.0	0.0	4.0	12.0	4.0	15.0	0.0	47.0	2.0	15.0	35.0	4.0	0.0	2.0	1.0	7.0	18.0	0.0	8.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. ChDC OS43
1945657	2.0	0.0	8.0	1.0	5.0	4.0	0.0	0.0	2.0	31.0	1.0	0.0	1.0	0.0	0.0	10.0	2.0	1.0	5.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. H2931
59732	23.0	5.0	24.0	47.0	2.0	12.0	3.0	29.0	14.0	24.0	5.0	1.0	0.0	1.0	0.0	26.0	5.0	0.0	42.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__
1324352	719.0	171.0	190.0	388.0	1707.0	192.0	24.0	116.0	2149.0	2188.0	1413.0	21.0	3.0	11.0	6.0	31.0	7658.0	37.0	101.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__gallinarum
2015076	135.0	5.0	28.0	31.0	60.0	27.0	10.0	55.0	13.0	40.0	84.0	3.0	8.0	0.0	22.0	147.0	12.0	3.0	18.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__sp. T16E-39
536441	89.0	5.0	231.0	69.0	59.0	37.0	8.0	104.0	13.0	86.0	89.0	13.0	0.0	3.0	3.0	142.0	123.0	5.0	16.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__taklimakanense
1265445	85.0	31.0	61.0	87.0	12.0	32.0	9.0	68.0	17.0	85.0	48.0	1.0	10.0	6.0	3.0	106.0	30.0	2.0	34.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__camelliae
253	84.0	43.0	229.0	107.0	28.0	22.0	7.0	87.0	43.0	56.0	101.0	7.0	8.0	4.0	0.0	90.0	60.0	3.0	50.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__indologenes
1685010	58.0	32.0	155.0	24.0	94.0	33.0	1.0	8.0	56.0	22.0	4.0	18.0	0.0	2.0	0.0	5.0	44.0	2.0	41.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__glaciei
878220	42.0	17.0	210.0	52.0	5.0	22.0	2.0	68.0	4.0	18.0	9.0	3.0	1.0	2.0	0.0	71.0	21.0	4.0	131.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__sp. StRB126
558152	31.0	2.0	21.0	47.0	66.0	18.0	6.0	28.0	6.0	15.0	45.0	0.0	0.0	0.0	2.0	15.0	12.0	2.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__piperi
1721091	24.0	26.0	44.0	62.0	41.0	10.0	1.0	59.0	3.0	36.0	8.0	0.0	4.0	12.0	0.0	90.0	10.0	2.0	10.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__sp. IHB B 17019
237	20.0	16.0	155.0	43.0	2.0	5.0	4.0	17.0	14.0	27.0	18.0	1.0	0.0	1.0	0.0	20.0	4.0	9.0	10.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
986	201.0	14.0	207.0	58.0	36.0	54.0	9.0	92.0	12.0	96.0	123.0	4.0	13.0	2.0	4.0	112.0	79.0	1.0	51.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__johnsoniae
